102514 599.997911 279.017857 80.545517
102562 600.298197 434.027778 115.998803
102610 600.598483 248.015873 87.686853
102658 600.898769 343.406593 85.851648
102706 601.199055 310.019841 98.036882
102754 601.499340 398.596939 89.128985
102802 601.799626 858.516484 135.743375
102850 602.099912 600.961538 113.571056
102898 602.400198 806.051587 158.079722
102946 602.700484 496.031746 124.007937
102994 603.000769 429.258242 95.985061
103042 603.301055 372.023810 107.394023
103090 603.601341 868.055556 164.047080
103138 603.901627 1178.075397 191.109065
103186 604.201913 600.961538 113.571056
103234 604.502199 930.059524 169.804860
103282 604.802484 944.368132 142.368853
103330 605.102770 1116.071429 186.011905
103378 605.403056 806.051587 158.079722
103426 605.703342 868.055556 164.047080
103474 606.003628 815.590659 132.306276
103522 606.303913 992.063492 175.373706
103570 606.604199 1116.071429 154.771260
103618 606.904485 1054.067460 180.771078
103666 607.204771 1054.067460 180.771078
103714 607.505057 1631.181319 187.109330
103762 607.805342 1488.095238 214.788047
103810 608.105628 1116.071429 154.771260
103858 608.405914 1302.083333 200.915820
103906 608.706200 1426.091270 210.265686
103954 609.006486 1798.115079 236.104077
104002 609.306772 1931.662088 203.615062
104050 609.607057 2046.130952 251.861310
104098 609.907343 2232.142857 263.060558
104146 610.207629 1717.032967 191.970122
104194 610.507915 1860.119048 240.140336
104242 610.808201 2446.771978 229.161192
104290 611.108486 1612.103175 223.558487
104338 611.408772 2294.146825 266.689151
104386 611.709058 2046.130952 251.861310
104434 612.009344 2575.549451 235.114422
104482 612.309630 2728.174603 290.824390
104530 612.609915 2999.441964 323.438145
104578 612.910201 3224.206349 316.159444
104626 613.210487 2914.186508 300.575388
104674 613.510773 3534.226190 331.010610
104722 613.811059 4092.261905 356.185680
104770 614.111345 3992.101648 292.715095
104818 614.411630 3720.238095 339.609721
104866 614.711916 4292.582418 303.531414
104914 615.012202 4154.265873 358.873912
104962 615.312488 5766.369048 422.810692
105010 615.612774 5208.333333 401.831641
105058 615.913059 5871.506211 94.358679
105106 616.213345 6603.422619 391.841042
105154 616.513631 7031.250000 442.927117
105202 616.813917 6138.392857 362.970779
105250 617.114203 7378.472222 478.275317
105298 617.414488 6996.909341 387.522967
105346 617.714774 8494.543651 513.174149
105394 618.015060 7688.492063 488.219734
105442 618.315346 7726.648352 407.230125
105490 618.615632 8184.523810 503.722619
105538 618.915918 8432.539683 511.297821
105586 619.216203 9744.162088 457.316186
105634 619.516489 9238.591270 535.177223
105682 619.816775 8990.575397 527.944766
105730 620.117061 9486.607143 542.313234
105778 620.417347 10259.271978 469.248178
105826 620.717632 9548.611111 544.082613
105874 621.017918 11375.343407 494.113343
105922 621.318204 11966.765873 609.092346
105970 621.618490 12462.797619 621.587849
106018 621.918776 15376.984127 690.446970
106066 622.219062 14036.744505 548.880145
106114 622.519347 16245.039683 709.667854
106162 622.819633 17513.736264 613.103402
106210 623.119919 20027.281746 787.962861
106258 623.420205 22507.440476 835.329463
106306 623.720491 23437.500000 709.251015
106354 624.020776 23381.696429 807.707301
106402 624.321062 24088.541667 748.394575
106450 624.621348 25049.603175 881.241965
106498 624.921634 26227.678571 901.726164
106546 625.221920 25297.619048 885.593803
106594 625.522205 28159.340659 777.419741
106642 625.822491 26785.714286 911.268505
106690 626.122777 26041.666667 898.522864
106738 626.423063 23313.492063 850.155580
106786 626.723349 24210.164835 720.847168
106834 627.023635 21639.384921 819.062798
106882 627.323920 19316.620879 643.887363
106930 627.624206 15438.988095 691.837599
106978 627.924492 12896.825397 632.318888
107026 628.224778 11346.726190 593.102879
107074 628.525064 11246.565934 491.308514
107122 628.825349 8060.515873 499.891973
107170 629.125635 6696.428571 455.634253
107218 629.425921 6009.615385 359.143212
107266 629.726207 5146.329365 399.432624
107314 630.026493 5766.369048 422.810692
107362 630.326778 4077.953297 295.845827
107410 630.627064 3962.053571 332.488150
107458 630.927350 2511.160714 241.636552
107506 631.227636 3286.210317 319.184962
107554 631.527922 2728.174603 290.824390
107602 631.828208 2489.697802 231.162638
107650 632.128493 2232.142857 263.060558
107698 632.428779 2852.182540 297.360586
107746 632.729065 2046.130952 251.861310
107794 633.029351 2532.623626 233.146903
107842 633.329637 1612.103175 223.558487
107890 633.629922 1798.115079 236.104077
107938 633.930208 1287.774725 166.251002
107986 634.230494 1984.126984 248.015873
108034 634.530780 1860.119048 240.140336
108082 634.831066 1459.478022 176.987707
108130 635.131351 2170.138889 259.381209
108178 635.431637 1426.091270 210.265686
108226 635.731923 1845.810440 199.038859
108274 636.032209 1550.099206 219.217132
108322 636.332495 1488.095238 214.788047
108370 636.632781 767.299107 163.588719
108418 636.933066 1054.067460 180.771078
108466 637.233352 1116.071429 186.011905
108514 637.533638 1488.095238 214.788047
108562 637.833924 930.059524 169.804860
108610 638.134210 1244.848901 163.456669
108658 638.434495 682.043651 145.412195
108706 638.734781 600.961538 113.571056
108754 639.035067 744.047619 151.878084
108830 639.510520 786.190941 23.900908
108850 639.635639 620.039683 138.645088
108898 639.935924 744.047619 131.530279
108946 640.236210 725.446429 142.271750
108994 640.536496 729.739011 125.149208
109042 640.836782 334.821429 96.654621
109090 641.137068 232.514881 73.527661
109138 641.437354 390.625000 104.398923
109186 641.737639 325.520833 86.999102
109234 642.037925 434.027778 115.998803
109282 642.338211 248.015873 87.686853
109330 642.638497 124.007937 62.003968
109378 642.938783 124.007937 62.003968
109426 643.239068 472.184066 100.669981
109474 643.539354 124.007937 62.003968
109522 643.839640 186.011905 75.939042
109570 644.139926 171.703297 60.706283
109618 644.440212 124.007937 62.003968
